IRIS_ID	NAME	Variety_Name_verif	COUNTRY	REGION	K9_cluster	Initial_subpop
IRIS_313-12237	WUGU	WUGU	China	As6	XI-1A	ind1A
IRIS_313-12240	PULUT_MINYAK	PULUT_MINYAK	Indonesia	As5	XI-3	ind3
IRIS_313-12241	SEMENDANG	SEMENDANG	Indonesia	As5	GJ-trp	trop
IRIS_313-12242	KHAO_KHOT	Khao_Khot	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12244	PINAHULA	PINAHULA	Philippines	As5	GJ-trp	trop
IRIS_313-12246	BANGKOUY	BANGKOUY	Cambodia	As4	XI-3	ind3
IRIS_313-12247	DAMNOEUB_KRAMOUM	DAMNOEUB_KRAMOUM	Cambodia	As4	XI-3	ind3
IRIS_313-12249	DAMNOUEB_PHDAU_PEN	DAMNOUEB_PHDAU_PEN	Cambodia	As4	XI-3	ind3
IRIS_313-12251	RUS_RUSSEI	RUS_RUSSEI	Cambodia	As4	XI-3	ind3
IRIS_313-12252	A_MOUK	A_MOUK	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12254	BAN_BONG	BAN_BONG	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12257	DENG_PEE	DENG_PEE	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12258	DON	Don	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12259	EA_NOUAN	Ea_nouan	Laos	As4	XI-3	ind3
IRIS_313-12260	EA_KHAW_NGAN	Ea_khaw_ngan	Laos	As4	XI-3	ind3
IRIS_313-12261	EA_TOM	Ea_tom	Laos	As4	XI-3	ind3
IRIS_313-12262	NYAE	Nyae	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12263	KHIE_TOM	KHIE_TOM	Laos	As4	XI-3	ind3
IRIS_313-12265	KON_SIM	Kon_Sim	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12266	KAUK_PAHLING	KAUK_PAHLING	Myanmar	As3	GJ-sbtrp	subtrop
IRIS_313-12268	MAYATAUNG	MAYATAUNG	Myanmar	As3	XI-adm	indx
IRIS_313-12269	SHWEWARHNAN	SHWEWARHNAN	Myanmar	As3	XI-adm	indx
IRIS_313-12270	TOAM_JUM	TOAM_JUM	Myanmar	As3	XI-adm	indx
IRIS_313-12271	BATIBATIKAN	BATIBATIKAN	Philippines	As5	GJ-trp	trop
IRIS_313-12272	MALAGKIT_(ITIM)	MALAGKIT_(ITIM)	Philippines	As5	GJ-trp	trop
IRIS_313-12273	AIJIAONANTE	AIJIAONANTE	China	As6	XI-1A	ind1A
IRIS_313-12275	MAGU	MAGU	China	As6	XI-adm	indx
IRIS_313-12278	MENALAVA	MENALAVA	Madagascar	Mad	XI-2	ind2
IRIS_313-12279	RAMADITRA	RAMADITRA	Madagascar	Mad	GJ-trp	trop
IRIS_313-12280	MAKALIOKA	MAKALIOKA	Madagascar	Mad	XI-adm	indx
IRIS_313-12281	SALAZANA	SALAZANA	Madagascar	Mad	GJ-trp	trop
IRIS_313-12282	TSY_MILA_RO	TSY_MILA_RO	Madagascar	Mad	XI-adm	indx
IRIS_313-12283	VARY_5000_FOTSY	VARY_5000_FOTSY	Madagascar	Mad	XI-adm	indx
IRIS_313-12284	VARY_GONY	VARY_GONY	Madagascar	Mad	XI-2	ind2
IRIS_313-12285	PADI_MIAT_(KECIL)	PADI_MIAT_(KECIL)	Malaysia	As4	GJ-trp	trop
IRIS_313-12286	EKAYIN_SAW	EKAYIN_SAW	Myanmar	As3	XI-3	ind3
IRIS_313-12287	KAUK_HNYINGWA	KAUK_HNYINGWA	Myanmar	As3	XI-3	ind3
IRIS_313-12288	NGWE_TOE_KYE	NGWE-TOE-KYE	Myanmar	As3	XI-3	ind3
IRIS_313-12289	YARSABA	YARSABA	Myanmar	As3	GJ-sbtrp	subtrop
IRIS_313-12290	JON_JAN	JON_JAN	Myanmar	As3	XI-adm	indx
IRIS_313-12291	NGA_CHEKH_FAT	NGA_CHEKH_FAT	Myanmar	As3	XI-adm	indx
IRIS_313-12292	EMAHTAKYAN	EMAHTAKYAN	Myanmar	As3	XI-3	ind3
IRIS_313-12296	SABALINE	SABALINE	Myanmar	As3	XI-3	ind3
IRIS_313-12297	LOUK_PASOM	LOUK_PASOM	Laos	As4	XI-adm	indx
IRIS_313-12299	MUANG_TAY	MUANG_TAY	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12300	NGAM_KON_DAM	NGAM_KON_DAM	Laos	As4	XI-adm	indx
IRIS_313-12301	LG_10178	Ngon	Laos	As4	XI-adm	indx
IRIS_313-12302	LG_4153	LG_4153	Laos	As4	XI-3	ind3
IRIS_313-12303	LG_9274	LG_9274	Laos	As4	XI-adm	indx
IRIS_313-12305	PA_KHENG_KHAW	Pa_kheng_khaw	Laos	As4	XI-3	ind3
IRIS_313-12307	POU	POU	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12308	SAM_SI	SAM_SI	Laos	As4	XI-3	ind3
IRIS_313-12309	SANPATONG_NYAY	Sanpatong_nyay	Laos	As4	XI-3	ind3
IRIS_313-12311	TAM	TAM	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12312	TA_SENG	TA_SENG	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12313	LAI_HIN	Lai_hin	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12319	PSBRC_18	PSBRC18	Philippines	As5	XI-1B	ind1B
IRIS_313-12321	LG_10344	LG_10344	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12322	VOK	VOK	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12323	BAN_KEO	BAN_KEO	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12324	BER_YA	BER_YA	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12325	DISSI	DISSI	Cameroon	Af2	XI-2	ind2
IRIS_313-12329	CHAO_DO	CHAO_DO	Laos	As4	XI-adm	indx
IRIS_313-12330	CHAO_PEE	CHAO_PEE	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12332	DENG_NYAY	Deng_nyay	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12334	DO_KHAW	Do_khaw	Laos	As4	XI-3	ind3
IRIS_313-12336	DO_LEUANG	DO_LEUANG	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12337	DOK_HIEN_NOI	Dok_hien_noi	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12340	NYAO	Nyao	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12341	NYON	Nyon	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12342	HAI_NA	Hai_na	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12344	KHAO	Khao	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12345	VIENG	Vieng	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12346	LAB	Lab	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12347	LAI_DAM	LAI_DAM	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12348	LOUK_NOK	LOUK_NOK	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12349	MAK_KHEUA_DENG	MAK_KHEUA_DENG	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12350	MAK_KHEUA_KANG	MAK_KHEUA_KANG	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12351	KHAO_LOUANG	Khao_louang	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12352	MEE	MEE	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12353	MOK	MOK	Laos	As4	GJ-sbtrp	subtrop
IRIS_313-12354	NASAENG	Nasaeng	Laos	As4	XI-adm	indx
IRIS_313-12355	NASAENG	Nasaeng	Laos	As4	XI-adm	indx
IRIS_313-15896	FEDEARROZ_50	FEDEARROZ_50	Colombia	Am	XI-1B	ind1B
IRIS_313-15897	SANHUANGZHAN_NO_2	SANHUANGZHAN_NO_2	China	As6	XI-adm	indx
IRIS_313-15898	IR_4630-22-2-5-1-3	IR_4630-22-2-5-1-3	Philippines	As5	XI-adm	indx
IRIS_313-15899	IR_45427-2B-2-2B-1-1	IR_45427-2B-2-2B-1-1	Philippines	As5	XI-adm	indx
IRIS_313-15900	IR_07F287	IR_84196-12-32(SAMBHA_MAHSURI_+_SUB1)	Philippines	As5	XI-adm	indx
IRIS_313-15901	IR_77298-14-1-2-10	IR_77298-14-1-2-10	Philippines	As5	XI-1B	ind1B
IRIS_313-15902	IRRI_146	IR_77186-122-2-2-3	Philippines	As5	XI-1B	ind1B
IRIS_313-15903	IAC_165	IAC_165	Brazil	Am	XI-adm	indx
IRIS_313-15904	JINBUBYEO	JINBUBYEO	SouthKorea	As7	GJ-tmp	temp
IRIS_313-15905	WAB_56-125	WAB_56-125	IvoryCoast	Af1	GJ-trp	trop
IRIS_313-15906	IR_73571-3B-11-3-K2	IR_73571-3B-11-3-K2	Philippines	As5	XI-adm	indx
IRIS_313-15907	INIA_TACUARI	INIA_TACUARI	Uruguay	Am	GJ-trp	trop
IRIS_313-15908	COLOMBIA_XXI	COLOMBIA_XXI	Colombia	Am	cA_(Aus)	aus
IRIS_313-15909	IET_14720	IET_14720	0	0	cB_(Bas)	aro
IRIS_313-15910	CYPRESS	CYPRESS	UnitedStates	Am	GJ-trp	trop
IRIS_313-7620	GAMBIAKA	GAMBIAKA	BurkinaFasso	Af1	XI-3	ind3
IRIS_313-7635	SEQ_93	SEQ93	0	0	XI-1B	ind1B
IRIS_313-7636	ADNY_11	ADNY_11	Mali	Af1	XI-1B	ind1B
IRIS_313-7638	ANGIFOTSY_685	ANGIFOTSY_685	Madagascar	Mad	XI-adm	indx
IRIS_313-7641	B_6144-MR-6-0-0	B_6144-MR-6-0-0	Indonesia	As5	XI-adm	indx
IRIS_313-7646	BETSILAIZINA	BETSILAIZINA	Madagascar	Mad	admix	admix
IRIS_313-7650	BOTOHAVANA_139	BOTOHAVANA_139	Madagascar	Mad	XI-2	ind2
IRIS_313-7651	BOTRA_MAITSO	BOTRA_MAITSO	Madagascar	Mad	XI-2	ind2
IRIS_313-7654	BOUAKE_189	BOUAKE_189	IvoryCoast	Af1	XI-1B	ind1B
IRIS_313-7664	CICA_8	CICA_8	Colombia	Am	XI-1B	ind1B
IRIS_313-7665	CT_6510-24-1-2	CT_6510-24-1-2	Colombia	Am	XI-adm	indx
IRIS_313-7668	DANAU_LAUT_TAWAR	DANAU_LAUT_TAWAR	Indonesia	As5	XI-adm	indx
IRIS_313-7681	H_15-23-DA	H15-23-DA	Mali	Af1	XI-adm	indx
IRIS_313-7684	IR_1561-228-3-3	IR_1561-228-3-3	Philippines	As5	XI-adm	indx
IRIS_313-7685	IR_19746-28-2-2	IR_19746-28-2-2	Philippines	As5	XI-1B	ind1B
IRIS_313-7688	IR_22	IR_22	Philippines	As5	XI-1B	ind1B
IRIS_313-7689	IR_2307-247-2-2-3	IR_2307-247-2-2-3	Philippines	As5	XI-1B	ind1B
IRIS_313-7690	IR_2344-P1_PB-9-3-2B	IR_2344-P1_PB-9-3-2B	Philippines	As5	XI-adm	indx
IRIS_313-7691	IR_28	IR_28	Philippines	As5	XI-1B	ind1B
IRIS_313-7696	IR_55411-50	IR_55411-50	Philippines	As5	XI-adm	indx
IRIS_313-7698	IR_57920-AC_25-2-B	IR_57920-AC-25-2-B	Philippines	As5	XI-adm	indx
IRIS_313-7699	IR_57924-24	IR_57924-24	Philippines	As5	XI-adm	indx
IRIS_313-7719	KOGONI_91-1	KOGONI_91-1	Mali	Af1	XI-adm	indx
IRIS_313-7720	LAITRA	LAITRA	Madagascar	Mad	XI-2	ind2
IRIS_313-7722	LATSIBOZAKA_112-1	LATSIBOZAKA_112-1	Madagascar	Mad	admix	admix
IRIS_313-7725	MADINIKA_1329	MADINIKA_1329	Madagascar	Mad	XI-2	ind2
IRIS_313-7728	MAMORIAKA_114	MAMORIAKA_114	Madagascar	Mad	XI-2	ind2
IRIS_313-7736	NONA_BOKRA	NONA_BOKRA	India	As2a	XI-2	ind2
IRIS_313-7758	ROJOKELY	ROJOKELY	Madagascar	Mad	XI-2	ind2
IRIS_313-7766	SAHEL_108	SAHEL_108	Senegal	Af1	XI-1B	ind1B
IRIS_313-7769	SALUMPIKIT	SALUMPIKIT	Philippines	As5	XI-adm	indx
IRIS_313-7770	SAMBALA_MALO	SAMBALA_MALO	Mali	Af1	XI-1B	ind1B
IRIS_313-7773	SEBERANG_MR_77	SEBERANG_MR77	Mali	Af1	XI-1B	ind1B
IRIS_313-7778	SOM_CAU_70_A	SOMCAU_70_A	Vietnam	As4	XI-adm	indx
IRIS_313-7780	SONA	SONA(IET_1991)	India	As2a	XI-adm	indx
IRIS_313-7792	TSIPALA_1231	TSIPALA_1231	Madagascar	Mad	XI-adm	indx
IRIS_313-7793	TSIPALA_B_160	TSIPALA_B160	Madagascar	Mad	XI-2	ind2
IRIS_313-7795	TSIPALA_MENA_626	TSIPALA_MENA_626	Madagascar	Mad	XI-2	ind2
IRIS_313-7797	UPL_RI_7	UPL_RI-7	Philippines	As5	XI-adm	indx
IRIS_313-7799	VARY_LAVA_DE_MAROVATO	VARY_LAVA_DE_MAROVATO	Madagascar	Mad	XI-2	ind2
IRIS_313-7807	WAS_170-B-B-1-1	WAS_170-B-B-1-1	Senegal	Af1	XI-1B	ind1B
IRIS_313-7808	WAS_173-B-B-6-2-2	WAS_173-B-B-6-2-2	Senegal	Af1	XI-1B	ind1B
IRIS_313-7809	WAS_174-B-3-5	WAS_174-B-3-5	Senegal	Af1	XI-adm	indx
IRIS_313-7815	WAS_198-B-3-1-3	WAS_198-B-3-1-3	Senegal	Af1	XI-1B	ind1B
IRIS_313-7816	WAS_199-B-1-2-1	WAS_199-B-1-2-1	Senegal	Af1	XI-1B	ind1B
IRIS_313-7819	WAS_203-B-B-2-4-1	WAS_203-B-B-2-4-1	Senegal	Af1	XI-1B	ind1B
IRIS_313-7820	WAS_206-B-B-2-2-1	WAS_206-B-B-2-2-1	Senegal	Af1	XI-1B	ind1B
IRIS_313-7824	WAS_21-B-B-20-4-3-3	WAS_21-B-B-20-4-3-3	Senegal	Af1	XI-1B	ind1B
IRIS_313-7826	WAS_33-B-B-15-1-4-5	WAS_33-B-B-15-1-4-5	Senegal	Af1	XI-1B	ind1B
IRIS_313-7832	WAS_63-22-5-9-10-1	WAS_63-22-5-9-10-1	Senegal	Af1	XI-1B	ind1B
IRIS_313-7838	62667	62667	Senegal	Af1	GJ-trp	trop
IRIS_313-7850	BODA_148-3	BODA_148-3	Madagascar	Mad	GJ-trp	trop
IRIS_313-7856	CHA_LOY_OE	CHA_LOY_OE	Thailand	As4	GJ-sbtrp	subtrop
IRIS_313-7859	CIRAD_358	CIRAD_358	IvoryCoast	Af1	GJ-sbtrp	subtrop
IRIS_313-7863	CIRAD_403	CIRAD_403	0	0	GJ-trp	trop
IRIS_313-7866	CNA_7\BO\1\1>33-13-6-1	CNA-7\BO\1\1>33-13-6-1	Colombia	Am	GJ-trp	trop
IRIS_313-7868	CT_13582-15-5-M	CT13582-15-5-M	Colombia	Am	GJ-trp	trop
IRIS_313-7870	CUIABANA	CUIABANA	Brazil	Am	GJ-adm	japx
IRIS_313-7876	DINORADO	DINORADO	Philippines	As5	GJ-trp	trop
IRIS_313-7883	GANIGI	GANIGI	Indonesia	As5	GJ-trp	trop
IRIS_313-7885	GOGO	GOGO	Indonesia	As5	GJ-trp	trop
IRIS_313-7902	IR_63380-16	IR_63380-16	Philippines	As5	GJ-trp	trop
IRIS_313-7907	IR_68704-145-1-1-B	IR_68704-145-1-1-B	Philippines	As5	GJ-trp	trop
IRIS_313-7909	IR_71525-19-1-1	IR_71525-19-1-1	Philippines	As5	GJ-trp	trop
IRIS_313-7911	IR_72967-12-2-3	IR_72967-12-2-3	Philippines	As5	XI-1B	ind1B
IRIS_313-7912	IRAT_104	IRAT_104	IvoryCoast	Af1	GJ-trp	trop
IRIS_313-7914	IRAT_112	IRAT_112	IvoryCoast	Af1	GJ-trp	trop
IRIS_313-7922	IRAT_234	IRAT_234	FrenchGuiana	Am	GJ-trp	trop
IRIS_313-7924	IRAT_335	IRAT_335	Bolivia	Am	GJ-trp	trop
IRIS_313-7933	KAKANI_2	KAKANI_2	Nepal	As2b	admix	admix
IRIS_313-7959	MITSANGANAHIJERY	MITSANGANAHIJERY	Madagascar	Mad	GJ-trp	trop
IRIS_313-7992	VARY_LAVA_90	VARY_LAVA_90	Madagascar	Mad	GJ-trp	trop
IRIS_313-7993	VARY_LAVA_DE_BETAFO	VARY_LAVA_DE_BETAFO	Madagascar	Mad	GJ-trp	trop
IRIS_313-7994	VARY_MADINIKA_3566	VARY_MADINIKA_3566	Madagascar	Mad	GJ-trp	trop
IRIS_313-8003	IR_47686-09-01-B-1	IR_47686-09-01-B-1	Philippines	As5	GJ-trp	trop
IRIS_313-8010	IR_71524-44-1-1	IR_71524-44-1-1	Philippines	As5	GJ-trp	trop
IRIS_313-8011	VIETNAM_1	VIETNAM1	Vietnam	As4	GJ-sbtrp	subtrop
IRIS_313-8023	RIZZOTTO_51/1	RIZZOTTO_51-1	Italy	Eu	GJ-adm	japx
IRIS_313-8024	RIBE_253	RIBE_253	Italy	Eu	GJ-tmp	temp
IRIS_313-8025	ITALPATNA_48	ITALPATNA_48	Italy	Eu	GJ-tmp	temp
IRIS_313-8026	GIOVANNI_MARCHETTI	GIOVANNI_MARCHETTI	Italy	Eu	GJ-tmp	temp
IRIS_313-8027	ANSEATICO	ANSEATICO	Italy	Eu	GJ-adm	japx
IRIS_313-8029	GRITNA	GRITNA	Italy	Eu	GJ-adm	japx
IRIS_313-8031	RUBINO	RUBINO	Italy	Eu	GJ-adm	japx
IRIS_313-8032	PIEMONTE	PIEMONTE	Italy	Eu	GJ-tmp	temp
IRIS_313-8033	LOMELLINO	LOMELLINO	Italy	Eu	GJ-tmp	temp
IRIS_313-8037	DORELLA	DORELLA	Italy	Eu	GJ-adm	japx
IRIS_313-8039	LOTO	LOTO	Italy	Eu	GJ-tmp	temp
IRIS_313-8041	GRALDO	GRALDO	Italy	Eu	GJ-adm	japx
IRIS_313-8044	GOLFO	GOLFO	Italy	Eu	GJ-trp	trop
IRIS_313-8046	PLUS	PLUS	Italy	Eu	GJ-trp	trop
IRIS_313-8048	RONCOLO	RONCOLO	Italy	Eu	GJ-adm	japx
IRIS_313-8049	LORD	LORD	Italy	Eu	GJ-adm	japx
IRIS_313-8050	MIARA	MIARA	Italy	Eu	GJ-tmp	temp
IRIS_313-8052	SMERALDO	SMERALDO	Italy	Eu	GJ-tmp	temp
IRIS_313-8053	RUBIDIO	RUBIDIO	Italy	Eu	GJ-adm	japx
IRIS_313-8057	79_UPLA	79_UPLA	Argentina	Am	GJ-trp	trop
IRIS_313-8058	91_UPLA	91_UPLA	Argentina	Am	GJ-trp	trop
IRIS_313-8060	77_UPLA	77_UPLA	Argentina	Am	GJ-trp	trop
IRIS_313-8061	75_UPLA	75_UPLA	Argentina	Am	GJ-trp	trop
IRIS_313-8062	80_UPLA	80_UPLA	Argentina	Am	GJ-trp	trop
IRIS_313-8063	104_UPLA	104_UPLA	Argentina	Am	GJ-trp	trop
IRIS_313-8064	32_UPLA	32_UPLA	Argentina	Am	GJ-trp	trop
IRIS_313-8065	SAMBA	SAMBA	Italy	Eu	GJ-trp	trop
IRIS_313-8066	GHIBLI	GHIBLI	Italy	Eu	GJ-tmp	temp
IRIS_313-8067	MEDUSA	MEDUSA	Italy	Eu	XI-1B	ind1B
IRIS_313-8068	ORIONE	ORIONE	Italy	Eu	XI-adm	indx
IRIS_313-8069	ARIANA	ARIANA	Romania	Eu	XI-adm	indx
IRIS_313-8072	CENTURY_PATNA	CENTURY_PATNA	UnitedStates	Am	GJ-trp	trop
IRIS_313-8073	DAWN_CI_9534	DAWN_CI_9534	UnitedStates	Am	cA_(Aus)	aus
IRIS_313-8074	GOOLARAH	GOOLARAH	Australia	Au	GJ-trp	trop
IRIS_313-8075	HARRA	HARRA	Australia	Au	GJ-tmp	temp
IRIS_313-8076	PELDE	PELDE	Australia	Au	GJ-trp	trop
IRIS_313-8084	CAPATAZ	CAPATAZ	Spain	Eu	GJ-tmp	temp
IRIS_313-8085	CLOT	CLOT	Spain	Eu	GJ-tmp	temp
IRIS_313-8087	FRANCES	FRANCES	Spain	Eu	GJ-tmp	temp
IRIS_313-8090	MARENY	MARENY	Spain	Eu	GJ-tmp	temp
IRIS_313-8095	SHSS_53	SHSS_53	Spain	Eu	GJ-tmp	temp
IRIS_313-8096	SR_113	SR_113	Spain	Eu	GJ-tmp	temp
IRIS_313-8097	ULLAL	ULLAL	Spain	Eu	GJ-tmp	temp
IRIS_313-8099	FLIPPER	FLIPPER	Italy	Eu	GJ-tmp	temp
IRIS_313-8102	BLUE_BONNET	BLUE_BONNET	UnitedStates	Am	GJ-trp	trop
IRIS_313-8105	THAIPERLA	THAIPERLA	UnitedStates	Am	GJ-tmp	temp
IRIS_313-8109	CAMPINO	CAMPINO	Portugal	Eu	GJ-tmp	temp
IRIS_313-8111	CARRICO	CARRICO	Portugal	Eu	GJ-tmp	temp
IRIS_313-8112	CHIPKA	CHIPKA	Bulgaria	Eu	GJ-tmp	temp
IRIS_313-8113	ESCARLATE	ESCARLATE	Portugal	Eu	GJ-tmp	temp
IRIS_313-8114	FAISCA	FAISCA	Portugal	Eu	GJ-tmp	temp
IRIS_313-8115	FAMILIA_181	FAMILIA_181	Portugal	Eu	GJ-adm	japx
IRIS_313-8116	HAREM	HAREM	Portugal	Eu	GJ-adm	japx
IRIS_313-8118	IBO_400	IBO_400	Portugal	Eu	GJ-tmp	temp
IRIS_313-8119	JUBILIENI	JUBILIENI	Bulgaria	Eu	GJ-tmp	temp
IRIS_313-8121	MESTRE	MESTRE	Italy	Eu	GJ-adm	japx
IRIS_313-8123	MUGA	MUGA	Portugal	Eu	GJ-tmp	temp
IRIS_313-8124	OTA	OTA	Portugal	Eu	GJ-adm	japx
IRIS_313-8125	PLOVDIV_22	PLOVDIV_22	Bulgaria	Eu	GJ-tmp	temp
IRIS_313-8126	PLOVDIV_24	PLOVDIV_24	Bulgaria	Eu	GJ-tmp	temp
IRIS_313-8127	POLIZESTI_28	POLIZESTI_28	Bulgaria	Eu	GJ-tmp	temp
IRIS_313-8128	PRECOZ_2_F_A	PRECOZ_2_F_A	Argentina	Am	GJ-tmp	temp
IRIS_313-8129	RODINA	RODINA	Bulgaria	Eu	GJ-tmp	temp
IRIS_313-8132	RUBI	RUBI	Portugal	Eu	GJ-tmp	temp
IRIS_313-8134	S_102/2	S_102-2	Portugal	Eu	GJ-tmp	temp
IRIS_313-8135	SAEDINENIE	SAEDINENIE	Bulgaria	Eu	GJ-tmp	temp
IRIS_313-8136	SAFARI	SAFARI	Portugal	Eu	GJ-tmp	temp
IRIS_313-8137	SAGRES	SAGRES	Portugal	Eu	GJ-adm	japx
IRIS_313-8138	SALOIO	SALOIO	Portugal	Eu	GJ-tmp	temp
IRIS_313-8139	SANDOCA	SANDOCA	Portugal	Eu	GJ-adm	japx
IRIS_313-8140	SANGHAI	SHANGAI	China	As6	GJ-tmp	temp
IRIS_313-8141	SELN_244_A_6-20	SELN_244_A6-20	Australia	Au	GJ-tmp	temp
IRIS_313-8142	SETTANTUNO	SETTANTUNO	Portugal	Eu	GJ-tmp	temp
IRIS_313-8143	SLAVA	SLAVA	Bulgaria	Eu	GJ-adm	japx
IRIS_313-8145	SUPER	SUPER	Portugal	Eu	GJ-tmp	temp
IRIS_313-8147	T_757	T_757	India	As2a	GJ-tmp	temp
IRIS_313-8148	TIMICH_108	TIMICH_108	Romania	Eu	GJ-tmp	temp
IRIS_313-8149	TOPAZIO	TOPAZIO	Portugal	Eu	GJ-tmp	temp
IRIS_313-8151	VALTEJO	VALTEJO	Portugal	Eu	GJ-tmp	temp
IRIS_313-8154	GIGANTE_VERCELLI	GIGANTE_VERCELLI	Italy	Eu	GJ-adm	japx
IRIS_313-8155	KULON	KULON	Russia	Eu	GJ-adm	japx
IRIS_313-8158	CT_23	CT_23	Colombia	Am	GJ-adm	japx
IRIS_313-8159	CT_36	CT_36	Colombia	Am	GJ-adm	japx
IRIS_313-8160	CT_58	CT_58	Colombia	Am	GJ-tmp	temp
IRIS_313-8161	CNA_4081	CNA_4081	Brazil	Am	XI-1B	ind1B
IRIS_313-8162	RPC_12	RPC_12	China	As6	GJ-tmp	temp
IRIS_313-8164	YRM_6-2	YRM_6-2	Australia	Au	GJ-tmp	temp
IRIS_313-8165	CIGALON	CIGALON	France	Eu	GJ-tmp	temp
IRIS_313-8166	CALENDAL	CALENDAL	France	Eu	GJ-adm	japx
IRIS_313-8167	DELTA	DELTA	France	Eu	GJ-adm	japx
IRIS_313-8168	ARLESIENNE	ARLESIENNE	France	Eu	GJ-adm	japx
IRIS_313-8170	MEJANES_2	MEJANES_2	France	Eu	GJ-adm	japx
IRIS_313-8171	AUZGUSTA	AUGUSTZA	Hungary	Eu	GJ-tmp	temp
IRIS_313-8172	FIDJI	FIDJI	Philippines	As5	admix	admix
IRIS_313-8173	A_201	A_201	UnitedStates	Am	GJ-trp	trop
IRIS_313-8177	AUGUSTO	AUGUSTO	Italy	Eu	GJ-adm	japx
IRIS_313-8180	DELLMONT	DELLMONT	UnitedStates	Am	GJ-trp	trop
IRIS_313-8183	DREW	DREW	UnitedStates	Am	GJ-trp	trop
IRIS_313-8184	FRAGANCE	FRAGRANCE	Italy	Eu	admix	admix
IRIS_313-8185	GLADIO	GLADIO	Italy	Eu	GJ-trp	trop
IRIS_313-8186	JACINTO	JACINTO	UnitedStates	Am	GJ-trp	trop
IRIS_313-8192	L_205	L_205	UnitedStates	Am	GJ-trp	trop
IRIS_313-8193	LACASSINE	LACASSINE	UnitedStates	Am	GJ-trp	trop
IRIS_313-8195	LUXOR	LUXOR	Italy	Eu	GJ-adm	japx
IRIS_313-8200	OPALE	OPALE	Italy	Eu	GJ-tmp	temp
IRIS_313-8202	REXMONT	REXMONT	UnitedStates	Am	GJ-trp	trop
IRIS_313-8204	S_102	S_102	UnitedStates	Am	GJ-tmp	temp
IRIS_313-8205	SALVO	SALVO	Italy	Eu	GJ-adm	japx
IRIS_313-8208	LUSITO_IRRADIADO_859-85-2	LUSITO_IRRADIADO_859-85-2	Portugal	Eu	GJ-tmp	temp
IRIS_313-8209	ALEXANDROS	ALEXANDROS	Greece	Eu	GJ-trp	trop
IRIS_313-8212	GIZA_178	GIZA_178	Egypt	AfN	XI-adm	indx
IRIS_313-8213	GRAAL	GRAAL	France	Eu	GJ-trp	trop
IRIS_313-8214	MELAS	MELAS	Greece	Eu	GJ-adm	japx
IRIS_313-8215	MERLE	MERLE	France	Eu	XI-adm	indx
IRIS_313-8216	ROXANI	ROXANI	Greece	Eu	GJ-tmp	temp
IRIS_313-8217	SAKHA_102	SAKHA_102	Egypt	AfN	GJ-tmp	temp
IRIS_313-8218	SAKHA_103	SAKHA_103	Egypt	AfN	GJ-tmp	temp
IRIS_313-8232	IR_62266-42-6-2	IR_62266-42-6-2	Philippines	As5	GJ-trp	trop
IRIS_313-8244	POKKALI	POKKALI	SriLanka	As2	XI-2	ind2
IRIS_313-8252	JAGLI_BORO	JAGLI_BORO	Bangladesh	As2c	cA_(Aus)	aus
IRIS_313-8253	KHAO_DAWK_MALI_105	KHAO_DAWK_MALI_105	Thailand	As4	XI-3	ind3
IRIS_313-8256	GERDEH	GERDEH	Iran	As1	GJ-adm	japx
IRIS_313-8265	CO_39	CO_39	India	As2a	XI-adm	indx
IRIS_313-8268	CHHOTE_DHAN	CHHOTE_DHAN	Nepal	As2b	cB_(Bas)	aro
IRIS_313-8277	K_2_C_14	K_2_C_14	IvoryCoast	Af1	GJ-trp	trop
